learner_id,signup_date,state,age,exam_category,tier,monthly_spend_inr,months_subscribed,spend_to_date_inr,days_to_renewal,lessons_total,lessons_last_30d,mock_tests_total,mock_tests_last_30d,doubt_sessions,live_classes,days_active,days_since_last_login,avg_session_min,total_time_hrs,streak_days,login_freq_per_week,notes_saved,videos_rewatched,funnel_stage,churned,churn_risk_score,ltv_inr,cluster,segment,pca1,pca2,churn_probability,action_priority,action_label,action_reason,action_type,action_rev_upside
UA200776,2024-12-01,Rajasthan,19,SSC,Free,0,0,0,,2,0,6,0,1,3,15,18,16.8,0.6,5,4,6,1,Signed Up,0,0,0.0,3,😴 Casual Browsers,-2.0397714441589265,-0.8748067234572983,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200777,2024-06-19,Bihar,18,JEE,Free,0,0,0,,2,0,8,0,3,11,37,7,30.6,1.0,3,4,11,1,First Lesson,0,0,0.0,1,🚀 High Intent,0.9220010909536556,-1.4354396252672703,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200778,2024-11-19,Karnataka,21,UPSC,Iconic,2396,9,21564,-184.0,2,13,4,1,3,7,38,14,40.7,1.4,6,3,23,2,Subscribed,0,5,21564.0,1,🚀 High Intent,2.5597661032148067,-0.9192294733775844,0.248,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA200779,2024-05-10,MP,25,SSC,Free,0,0,0,,1,0,2,0,1,2,17,0,30.6,0.5,2,3,8,0,Signed Up,0,0,0.0,3,😴 Casual Browsers,-2.494570713652088,-0.5977051901863903,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200780,2024-04-19,Karnataka,21,NEET,Free,0,0,0,,1,0,4,0,2,6,17,24,31.7,0.5,8,0,12,2,First Lesson,0,0,0.0,3,😴 Casual Browsers,-0.8854174786437833,0.8772284330988286,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200781,2024-10-01,WB,17,JEE,Free,0,0,0,,1,0,4,0,4,6,33,6,41.5,0.7,5,4,14,1,First Lesson,0,0,0.0,2,🧠 Serious Aspirants,1.1845977958518903,-0.119983039921265,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200782,2024-05-07,UP,18,CAT,Iconic,2396,4,9584,-531.0,1,10,5,0,1,8,24,8,35.8,0.6,1,2,11,1,Subscribed,0,5,9584.0,3,😴 Casual Browsers,-1.1890453698083037,-0.0813370399602889,0.274,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA200783,2025-10-13,Gujarat,18,SSC,Plus,1562,2,3124,-88.0,1,10,6,1,4,7,12,5,24.2,0.4,3,3,5,2,Subscribed,1,37,2031.0,3,😴 Casual Browsers,-1.990763349528292,-0.0568891742927633,0.634,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1093.3999999999999
UA200784,2025-11-13,TN,19,CAT,Plus,1562,13,20306,303.0,1,10,9,2,3,11,22,13,23.3,0.4,5,3,15,1,Subscribed,0,5,15620.0,2,🧠 Serious Aspirants,0.0644542787548615,0.2759738987474929,0.285,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA200785,2024-06-28,UP,26,JEE,Iconic,2396,12,28752,-258.0,2,14,4,3,0,4,28,0,25.1,0.8,2,1,14,1,Subscribed,0,5,28752.0,3,😴 Casual Browsers,-1.2286618615440223,-1.835342872859424,0.24,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA200786,2026-02-09,UP,20,JEE,Free,0,0,0,,1,0,5,0,1,7,27,25,37.4,0.6,7,1,10,0,Mock Test Taken,0,0,0.0,0,⚠️ At-Risk,-0.4529764059346786,0.653407154265334,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA200787,2024-05-09,Rajasthan,21,CAT,Plus,1562,18,28116,-95.0,1,2,2,0,0,10,31,43,52.4,0.9,2,3,6,3,Subscribed,0,39,14058.0,0,⚠️ At-Risk,-0.386242001560329,1.8588410368825787,0.509,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1093.3999999999999
UA200788,2025-02-10,Bihar,18,Banking,Free,0,0,0,,1,0,4,0,3,7,26,3,30.6,0.5,7,3,5,4,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,-0.2371476022256223,0.0293022290142862,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200789,2024-09-09,Gujarat,20,CAT,Plus,1562,8,12496,-285.0,1,5,5,2,6,8,19,26,34.4,0.6,4,3,4,2,Subscribed,0,22,10934.0,3,😴 Casual Browsers,-0.8257954010515305,1.0058040752955948,0.454,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA200790,2024-09-02,Rajasthan,22,NEET,Free,0,0,0,,1,0,3,0,2,11,22,8,39.2,0.7,4,4,16,1,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,-0.0730693854342917,-0.0143329333400172,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200791,2025-02-21,Bihar,17,CAT,Free,0,0,0,,1,0,6,0,1,9,24,0,34.2,0.6,3,3,8,3,3+ Lessons,0,0,0.0,3,😴 Casual Browsers,-0.6786891968528062,-0.2539660623836004,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200792,2025-08-22,Rajasthan,19,NEET,Free,0,0,0,,1,0,6,0,4,5,23,4,46.6,0.8,4,2,14,2,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,0.6930604886839633,-0.1144130283203727,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200793,2025-03-27,Bihar,20,Banking,Free,0,0,0,,1,0,3,0,3,6,22,59,10.9,0.2,2,2,13,1,Signed Up,0,0,0.0,0,⚠️ At-Risk,-2.056714910526373,2.593934688560496,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA200794,2024-08-08,Bihar,23,SSC,Free,0,0,0,,1,0,4,0,2,3,25,3,37.2,0.6,4,1,10,2,Signed Up,0,0,0.0,3,😴 Casual Browsers,-0.7006375851750036,-0.2233723713867564,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200795,2026-02-06,Bihar,17,UPSC,Free,0,0,0,,1,0,6,0,1,11,25,9,48.2,0.8,4,1,18,1,First Lesson,0,0,0.0,2,🧠 Serious Aspirants,0.555288232593959,-0.0105600680533365,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200796,2025-07-10,Rajasthan,24,SSC,Iconic,2396,11,26356,76.0,1,5,1,1,1,4,17,15,33.7,0.6,2,2,13,1,Subscribed,0,20,21564.0,3,😴 Casual Browsers,-1.969677729796458,0.2959422433412773,0.541,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1677.1999999999998
UA200797,2025-05-16,UP,20,JEE,Free,0,0,0,,1,0,3,0,0,9,32,4,33.8,0.6,3,3,8,1,Mock Test Taken,0,0,0.0,3,😴 Casual Browsers,-0.9979714507131316,-0.3185317430021555,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA200798,2025-02-23,Rajasthan,20,SSC,Iconic,2396,9,21564,-99.0,1,5,0,1,1,6,22,1,34.6,0.6,5,1,8,1,Subscribed,0,20,11980.0,3,😴 Casual Browsers,-1.9335956056568293,-0.4664533954350802,0.542,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1677.1999999999998
UA200799,2025-06-29,TN,20,JEE,Plus,1562,10,15620,39.0,2,11,10,5,5,7,26,26,47.0,1.6,8,3,12,2,Subscribed,0,7,15620.0,1,🚀 High Intent,2.2703374722776792,-0.3191178264184732,0.361,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA200800,2025-07-15,UP,22,Banking,Free,0,0,0,,2,0,6,0,0,7,18,25,13.8,0.5,3,1,7,1,3+ Lessons,0,0,0.0,3,😴 Casual Browsers,-2.7329576369703075,-0.5644480093506062,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200801,2024-07-12,UP,20,NEET,Free,0,0,0,,1,0,9,0,2,9,32,44,33.1,0.6,4,4,13,0,3+ Lessons,0,0,0.0,0,⚠️ At-Risk,0.713409129336844,1.6884041789028748,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA200802,2024-07-12,UP,19,NEET,Free,0,0,0,,1,0,0,0,8,10,30,15,35.0,0.6,7,2,10,0,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,0.1748317339546242,0.2389643168558517,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200803,2025-07-05,Rajasthan,20,CAT,Free,0,0,0,,1,0,3,0,4,7,28,1,39.4,0.7,5,3,11,5,Subscription Page Visited,0,0,0.0,2,🧠 Serious Aspirants,0.7924176979039951,0.0727470680774933,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA200804,2026-01-11,Maharashtra,24,SSC,Free,0,0,0,,2,0,5,0,2,6,21,5,26.5,0.9,3,2,12,0,Mock Test Taken,0,0,0.0,3,😴 Casual Browsers,-1.3019650529319209,-1.6563997089295668,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA200805,2025-01-16,Bihar,19,JEE,Free,0,0,0,,1,0,8,0,2,8,35,59,40.8,0.7,11,2,10,3,3+ Lessons,0,0,0.0,0,⚠️ At-Risk,2.0227875867117406,2.75553583792569,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA200806,2025-05-02,UP,27,UPSC,Free,0,0,0,,1,0,4,0,5,9,28,3,43.6,0.7,9,5,18,6,Signed Up,0,0,0.0,2,🧠 Serious Aspirants,2.991726383235296,0.374888202115809,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200807,2024-09-27,MP,19,NEET,Free,0,0,0,,3,0,8,0,1,13,29,4,31.2,1.6,3,1,11,0,Mock Test Taken,0,0,0.0,1,🚀 High Intent,-0.377921209606739,-3.101564554887775,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA200808,2024-04-26,Bihar,17,JEE,Free,0,0,0,,2,0,5,0,4,8,29,7,39.4,1.3,2,4,10,0,Signed Up,0,0,0.0,1,🚀 High Intent,0.0918165319618906,-1.5521795796311402,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200809,2024-07-13,Rajasthan,18,NEET,Plus,1562,14,21868,-170.0,1,3,4,0,3,7,24,10,33.6,0.6,2,4,8,1,Subscribed,0,17,21868.0,3,😴 Casual Browsers,-0.9877449322671044,0.0549446927733086,0.516,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1093.3999999999999
UA200810,2025-03-31,WB,21,JEE,Free,0,0,0,,1,0,2,0,3,7,37,9,38.5,0.6,4,2,19,2,3+ Lessons,0,0,0.0,2,🧠 Serious Aspirants,1.146040638753249,0.1351583509188352,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200811,2024-06-01,Maharashtra,21,SSC,Free,0,0,0,,1,0,8,0,2,5,21,0,25.7,0.4,3,1,12,1,Signed Up,0,0,0.0,3,😴 Casual Browsers,-1.0658629443183727,-0.4489263273972529,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200812,2025-11-27,Bihar,19,NEET,Plus,1562,2,3124,-40.0,1,8,6,2,4,6,22,2,35.7,0.6,6,5,18,4,Subscribed,0,8,3124.0,2,🧠 Serious Aspirants,1.5824697858299617,0.0979565967848004,0.307,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA200813,2025-05-04,Rajasthan,17,NEET,Plus,1562,4,6248,-183.0,1,8,7,3,4,5,34,2,27.1,0.5,3,4,12,3,Subscribed,0,6,6248.0,2,🧠 Serious Aspirants,0.8463782674995312,-0.0795459996136174,0.294,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA200814,2025-03-20,Rajasthan,19,NEET,Plus,1562,18,28116,186.0,1,10,6,2,4,3,22,26,35.8,0.6,5,1,19,1,Subscribed,1,56,18275.0,2,🧠 Serious Aspirants,0.4834296926449422,0.9286284179267428,0.649,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1093.3999999999999
UA200815,2025-06-03,TN,23,CAT,Free,0,0,0,,1,0,1,0,0,8,17,25,38.7,0.6,3,3,13,0,Signed Up,0,0,0.0,3,😴 Casual Browsers,-1.7642938732192006,0.6801961578502315,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200816,2026-01-09,Bihar,18,SSC,Iconic,2396,2,4792,6.0,1,2,6,1,2,4,18,1,9.0,0.1,3,2,7,3,Subscribed,1,46,3115.0,3,😴 Casual Browsers,-2.3286799761819448,-0.1584000696237719,0.511,🟠 HIGH RISK,Send re-engagement push notification,Drop in session activity — remind them of progress made,churn_prevention,1677.1999999999998
UA200817,2024-05-31,AP,23,UPSC,Iconic,2396,15,35940,-169.0,1,16,6,3,2,15,35,10,24.5,0.4,6,2,14,1,Subscribed,0,5,35940.0,2,🧠 Serious Aspirants,0.3856698767921919,0.0616527828202057,0.251,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA200818,2025-01-21,Rajasthan,26,NEET,Free,0,0,0,,1,0,10,0,2,7,24,6,52.5,0.9,1,2,10,1,Mock Test Taken,0,0,0.0,2,🧠 Serious Aspirants,0.2739786434232704,-0.1889280894236306,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA200819,2024-04-29,Karnataka,25,UPSC,Iconic,2396,13,31148,-270.0,1,12,10,1,4,7,31,26,27.4,0.5,4,6,18,1,Subscribed,0,11,31148.0,2,🧠 Serious Aspirants,1.7728644497130734,0.982528024566503,0.374,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA200820,2025-04-05,AP,21,JEE,Free,0,0,0,,1,0,11,0,1,9,23,4,36.8,0.6,6,1,13,0,First Lesson,0,0,0.0,2,🧠 Serious Aspirants,0.1928392969271611,-0.3773556295873504,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200821,2024-09-28,Rajasthan,20,NEET,Free,0,0,0,,1,0,6,0,3,10,20,4,39.3,0.7,3,3,9,3,3+ Lessons,0,0,0.0,3,😴 Casual Browsers,-0.3346067714032965,-0.0167739699097625,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200822,2025-04-16,Rajasthan,25,UPSC,Iconic,2396,13,31148,97.0,1,2,9,4,5,12,35,12,42.7,0.7,9,5,21,5,Subscribed,0,5,31148.0,2,🧠 Serious Aspirants,4.261332937869755,0.7352707071996166,0.368,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA200823,2024-03-24,AP,19,UPSC,Iconic,2396,10,23960,-413.0,1,12,7,2,4,11,37,25,40.6,0.7,5,4,17,4,Subscribed,0,9,23960.0,2,🧠 Serious Aspirants,2.616373823283666,1.2179392009132803,0.416,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,718.8
UA200824,2025-05-16,Bihar,17,UPSC,Free,0,0,0,,1,0,6,0,2,6,28,3,58.6,1.0,4,4,17,5,Subscription Page Visited,0,0,0.0,2,🧠 Serious Aspirants,2.361119639763668,0.1719756952205244,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA200825,2025-05-12,UP,21,JEE,Plus,1562,11,17182,73.0,2,10,7,2,3,5,26,20,43.4,1.4,10,5,12,3,Subscribed,0,5,17182.0,1,🚀 High Intent,2.1466584747181217,-0.5107291402067095,0.189,🚀 UPGRADE,Show Iconic upgrade offer with social proof,High engagement Plus user — ready for premium,upsell,834.0
UA200826,2025-11-25,Bihar,21,SSC,Free,0,0,0,,1,0,3,0,3,4,14,15,21.3,0.4,2,4,4,2,Signed Up,0,0,0.0,3,😴 Casual Browsers,-2.622896540592481,0.4355656757995042,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200827,2025-04-09,WB,17,UPSC,Free,0,0,0,,1,0,6,0,4,9,33,6,47.7,0.8,6,3,20,7,3+ Lessons,0,0,0.0,2,🧠 Serious Aspirants,3.289352474604095,0.60449740790222,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200828,2024-07-08,MP,17,NEET,Free,0,0,0,,2,0,5,0,0,11,25,1,24.0,0.8,3,2,13,1,Signed Up,0,0,0.0,3,😴 Casual Browsers,-1.1684728712684895,-1.7681560530081903,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200829,2025-09-27,Bihar,21,JEE,Free,0,0,0,,1,0,5,0,5,6,27,5,24.4,0.4,10,5,11,0,First Lesson,0,0,0.0,2,🧠 Serious Aspirants,0.6742711869737938,-0.2334682649178162,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200830,2024-08-01,Bihar,17,CAT,Free,0,0,0,,1,0,5,0,2,8,34,15,35.2,0.6,4,3,11,1,First Lesson,0,0,0.0,2,🧠 Serious Aspirants,0.2199337472065965,0.2887652399298006,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200831,2025-09-26,TN,22,Banking,Free,0,0,0,,1,0,2,0,1,4,21,1,40.2,0.7,4,4,5,0,Signed Up,0,0,0.0,3,😴 Casual Browsers,-1.6514206707423256,-0.5719112862441081,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200832,2025-05-18,AP,18,UPSC,Plus,1562,7,10934,-92.0,1,6,2,3,4,8,31,28,62.9,1.0,0,5,11,0,Subscribed,0,14,10934.0,0,⚠️ At-Risk,0.708513264819085,0.8339904900516265,0.407,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA200833,2024-06-06,WB,19,CAT,Free,0,0,0,,2,0,5,0,3,11,27,26,19.7,0.7,5,3,13,4,Subscription Page Visited,0,0,0.0,1,🚀 High Intent,0.1475945980447222,-0.0850611184725108,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA200834,2024-10-22,Maharashtra,25,UPSC,Plus,1562,20,31240,114.0,1,6,6,3,3,6,30,11,49.1,0.8,7,4,12,1,Subscribed,0,5,31240.0,2,🧠 Serious Aspirants,1.5138425324029263,0.110772208409325,0.314,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA200835,2025-08-18,TN,24,UPSC,Free,0,0,0,,1,0,3,0,2,6,32,0,37.4,0.6,4,5,16,4,First Lesson,0,0,0.0,2,🧠 Serious Aspirants,1.1822493647764878,-0.0751327238273679,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200836,2025-07-06,WB,22,NEET,Plus,1562,1,1562,-212.0,1,10,8,2,2,5,25,24,31.7,0.5,2,6,16,1,Subscribed,0,24,1562.0,2,🧠 Serious Aspirants,0.4856510932797706,0.8366283191004923,0.455,🟡 WATCH,Schedule check-in from educator,Early warning signals — proactive educator outreach,churn_prevention,468.59999999999997
UA200837,2024-04-06,Bihar,22,JEE,Free,0,0,0,,1,0,6,0,1,8,25,11,62.0,1.0,3,2,19,6,First Lesson,0,0,0.0,2,🧠 Serious Aspirants,2.0777643500662304,0.6707514834375037,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200838,2024-06-01,UP,22,UPSC,Free,0,0,0,,1,0,7,0,3,6,40,24,43.8,0.7,13,3,19,1,3+ Lessons,0,0,0.0,2,🧠 Serious Aspirants,3.5370643540517155,0.8084175012319452,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200839,2026-01-11,Maharashtra,23,JEE,Free,0,0,0,,2,0,6,0,0,6,36,1,50.1,1.7,3,3,11,0,Signed Up,0,0,0.0,1,🚀 High Intent,0.698316921857826,-1.9425092992045248,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200840,2026-01-14,UP,21,UPSC,Free,0,0,0,,1,0,7,0,5,5,38,22,53.2,0.9,4,6,19,4,3+ Lessons,0,0,0.0,2,🧠 Serious Aspirants,3.751377524115204,1.0915903049723736,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200841,2024-09-09,Bihar,17,UPSC,Free,0,0,0,,2,0,8,0,3,8,30,34,49.2,1.6,5,6,17,2,First Lesson,0,0,0.0,1,🚀 High Intent,2.604328501381665,0.1049237925967991,0.0,😴 DORMANT,Win-back email with exam date urgency,Long inactive — exam deadline urgency is the trigger,reactivation,0.0
UA200842,2024-09-12,MP,22,Banking,Free,0,0,0,,1,0,6,0,1,9,23,11,39.0,0.7,3,3,11,1,First Lesson,0,0,0.0,3,😴 Casual Browsers,-0.5510162383947658,0.0857804805627554,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200843,2025-01-11,Karnataka,22,SSC,Free,0,0,0,,1,0,3,0,2,4,13,24,19.1,0.3,5,1,10,2,First Lesson,0,0,0.0,3,😴 Casual Browsers,-2.34838391308385,0.8941553683778253,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200844,2024-12-17,Maharashtra,17,JEE,Iconic,2396,2,4792,-356.0,2,12,5,3,2,7,32,1,53.7,1.8,5,2,7,5,Subscribed,0,5,4792.0,1,🚀 High Intent,1.2763354579109731,-1.3633874642932329,0.199,✅ HEALTHY,Nurture with content recommendations,"Engaged, low risk — keep them happy",nurture,0.0
UA200845,2024-11-05,Bihar,17,CAT,Free,0,0,0,,1,0,8,0,2,3,16,9,30.0,0.5,4,1,12,1,3+ Lessons,0,0,0.0,3,😴 Casual Browsers,-1.084436202637502,0.0138524995714633,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200846,2024-07-03,Karnataka,25,JEE,Free,0,0,0,,1,0,8,0,1,5,20,23,34.7,0.6,5,2,11,1,First Lesson,0,0,0.0,3,😴 Casual Browsers,-0.547854134819,0.705722761303304,0.0,👀 OBSERVING,Continue onboarding sequence,Still in early journey — educate before selling,nurture,0.0
UA200847,2025-03-28,Karnataka,26,NEET,Free,0,0,0,,1,0,3,0,5,10,23,62,27.6,0.5,7,3,11,4,Mock Test Taken,0,0,0.0,0,⚠️ At-Risk,0.1982865956802699,3.1064847926546686,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
UA200848,2025-11-22,WB,21,SSC,Free,0,0,0,,2,0,3,0,0,7,17,19,18.1,0.6,9,2,12,2,Subscription Page Visited,0,0,0.0,3,😴 Casual Browsers,-1.3493551356602855,-0.7111173490019072,0.0,⚡ HOT LEAD,Show Plus offer immediately after mock test result,Mock test completion = highest intent signal. Strike now.,conversion,1562.0
